Price,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F
Datetime,,,,,
2026-04-10 00:00:00+00:00,4786.39990234375,4786.60009765625,4773.7998046875,4786.60009765625,3505
2026-04-10 01:00:00+00:00,4787.2998046875,4800.39990234375,4781.2998046875,4786.2001953125,5109
2026-04-10 02:00:00+00:00,4775.5,4788.2001953125,4760.39990234375,4787.5,6207
2026-04-10 03:00:00+00:00,4789.10009765625,4793.2998046875,4775.2001953125,4775.60009765625,3908
2026-04-10 04:00:00+00:00,4781.7998046875,4794.60009765625,4781.7998046875,4790.39990234375,2078
2026-04-10 05:00:00+00:00,4789.89990234375,4793.0,4781.2998046875,4782.5,2041
2026-04-10 06:00:00+00:00,4769.7001953125,4790.2001953125,4766.2998046875,4790.0,4933
2026-04-10 07:00:00+00:00,4773.0,4781.2001953125,4764.60009765625,4769.60009765625,2815
2026-04-10 08:00:00+00:00,4763.10009765625,4776.5,4752.7001953125,4773.2998046875,6126
2026-04-10 09:00:00+00:00,4774.60009765625,4783.2998046875,4763.10009765625,4763.60009765625,4786
2026-04-10 10:00:00+00:00,4780.7001953125,4784.0,4765.2998046875,4774.7001953125,3004
2026-04-10 11:00:00+00:00,4792.0,4792.89990234375,4777.10009765625,4780.7001953125,2403
2026-04-10 12:00:00+00:00,4795.5,4806.89990234375,4783.89990234375,4792.10009765625,9756
2026-04-10 13:00:00+00:00,4799.2998046875,4804.39990234375,4788.89990234375,4795.39990234375,9565
2026-04-10 14:00:00+00:00,4799.2998046875,4820.0,4791.7001953125,4799.10009765625,12260
2026-04-10 15:00:00+00:00,4785.7998046875,4811.89990234375,4779.2998046875,4799.39990234375,9232
2026-04-10 16:00:00+00:00,4788.10009765625,4790.7001953125,4768.39990234375,4785.89990234375,8217
2026-04-10 17:00:00+00:00,4784.5,4793.2998046875,4782.10009765625,4788.39990234375,6905
2026-04-10 18:00:00+00:00,4789.5,4797.7001953125,4775.10009765625,4784.7001953125,4567
2026-04-10 19:00:00+00:00,4783.60009765625,4794.60009765625,4782.0,4789.5,2701
2026-04-10 20:00:00+00:00,4771.0,4783.5,4764.0,4783.5,3254
2026-04-12 22:00:00+00:00,4680.60009765625,4707.39990234375,4665.2001953125,4688.7001953125,6936
2026-04-12 23:00:00+00:00,4693.60009765625,4694.2001953125,4664.60009765625,4680.5,3815
2026-04-13 00:00:00+00:00,4718.0,4721.0,4686.89990234375,4693.7001953125,3775
2026-04-13 01:00:00+00:00,4743.10009765625,4749.5,4716.0,4717.5,7086
2026-04-13 02:00:00+00:00,4742.0,4749.5,4732.5,4743.7001953125,2759
2026-04-13 03:00:00+00:00,4741.60009765625,4745.7998046875,4733.7001953125,4742.5,1479
2026-04-13 04:00:00+00:00,4744.7001953125,4747.0,4729.2001953125,4740.0,2648
2026-04-13 05:00:00+00:00,4751.10009765625,4752.60009765625,4737.89990234375,4744.89990234375,2387
2026-04-13 06:00:00+00:00,4747.89990234375,4754.7001953125,4742.7001953125,4751.5,3468
2026-04-13 07:00:00+00:00,4756.39990234375,4762.5,4747.39990234375,4748.0,3696
2026-04-13 08:00:00+00:00,4746.2998046875,4761.2001953125,4743.2998046875,4756.7001953125,3351
2026-04-13 09:00:00+00:00,4737.39990234375,4751.5,4733.2001953125,4746.2998046875,4062
